arabic
بِسْمِ ٱللَّهِ
لَّهُۥ مَا
لِّكُلِّ أُمَّةٍ
وَإِن جَٰدَلُوكَ
ٱللَّهُ يَحْكُمُ
مَا قَدَرُوا۟
ٱللَّهُ يَصْطَفِى
وَجَٰهِدُوا۟ فِى
ٱلَّذِينَ يَرِثُونَ
ثُمَّ جَعَلْنَٰهُ
ثُمَّ خَلَقْنَا
ثُمَّ إِنَّكُم
فَأَنشَأْنَا لَكُم
وَشَجَرَةً تَخْرُجُ
وَعَلَيْهَا وَعَلَى
فَقَالَ ٱلْمَلَؤُا۟
فَأَوْحَيْنَآ إِلَيْهِ
فَإِذَا ٱسْتَوَيْتَ
فَأَرْسَلْنَا فِيهِمْ
وَلَئِنْ أَطَعْتُم
أَيَعِدُكُمْ أَنَّكُمْ
هَيْهَاتَ هَيْهَاتَ
قَالَ عَمَّا
مَا تَسْبِقُ
فَقَالُوٓا۟ أَنُؤْمِنُ
فَكَذَّبُوهُمَا فَكَانُوا۟
وَجَعَلْنَا ٱبْنَ
يَٰٓأَيُّهَا ٱلرُّسُلُ
وَإِنَّ هَٰذِهِۦٓ
فَتَقَطَّعُوٓا۟ أَمْرَهُم
فَذَرْهُمْ فِى
أَيَحْسَبُونَ أَنَّمَا
نُسَارِعُ لَهُمْ
وَٱلَّذِينَ يُؤْتُونَ
أُو۟لَٰٓئِكَ يُسَٰرِعُونَ
وَلَا نُكَلِّفُ
بَلْ قُلُوبُهُمْ
لَا تَجْـَٔرُوا۟
مُسْتَكْبِرِينَ بِهِۦ
أَفَلَمْ يَدَّبَّرُوا۟
وَلَوِ ٱتَّبَعَ
وَإِنَّكَ لَتَدْعُوهُمْ
وَإِنَّ ٱلَّذِينَ
وَلَوْ رَحِمْنَٰهُمْ
وَلَقَدْ أَخَذْنَٰهُم
بَلْ قَالُوا۟
قَالُوٓا۟ أَءِذَا
قُل لِّمَنِ
قُلْ مَنۢ
بَلْ أَتَيْنَٰهُم
مَا ٱتَّخَذَ
عَٰلِمِ ٱلْغَيْبِ
قُل رَّبِّ
رَبِّ فَلَا
وَإِنَّا عَلَىٰٓ
ٱدْفَعْ بِٱلَّتِى
وَأَعُوذُ بِكَ
لَعَلِّىٓ أَعْمَلُ
فَمَن ثَقُلَتْ
تَلْفَحُ وُجُوهَهُمُ
أَلَمْ تَكُنْ
رَبَّنَآ أَخْرِجْنَا
قَالَ ٱخْسَـُٔوا۟
فَٱتَّخَذْتُمُوهُمْ سِخْرِيًّا
إِنِّى جَزَيْتُهُمُ
قَٰلَ كَمْ
قَالُوا۟ لَبِثْنَا
قَٰلَ إِن
أَفَحَسِبْتُمْ أَنَّمَا
وَمَن يَدْعُ
ٱلزَّانِيَةُ وَٱلزَّانِى
ٱلزَّانِى لَا
وَٱلْخَٰمِسَةُ أَنَّ
وَيَدْرَؤُا۟ عَنْهَا
وَٱلْخَٰمِسَةَ أَنَّ
لَّوْلَآ إِذْ
لَّوْلَا جَآءُو
إِذْ تَلَقَّوْنَهُۥ
يَعِظُكُمُ ٱللَّهُ
وَيُبَيِّنُ ٱللَّهُ
وَلَا يَأْتَلِ
يَوْمَ تَشْهَدُ
يَوْمَئِذٍ يُوَفِّيهِمُ
ٱلْخَبِيثَٰتُ لِلْخَبِيثِينَ
لَّيْسَ عَلَيْكُمْ
قُل لِّلْمُؤْمِنِينَ
وَقُل لِّلْمُؤْمِنَٰتِ
وَأَنكِحُوا۟ ٱلْأَيَٰمَىٰ
وَلْيَسْتَعْفِفِ ٱلَّذِينَ
ٱللَّهُ نُورُ
فِى بُيُوتٍ
رِجَالٌ لَّا
لِيَجْزِيَهُمُ ٱللَّهُ
وَٱلَّذِينَ كَفَرُوٓا۟
أَوْ كَظُلُمَٰتٍ
يُقَلِّبُ ٱللَّهُ
وَٱللَّهُ خَلَقَ
لَّقَدْ أَنزَلْنَآ
وَيَقُولُونَ ءَامَنَّا
وَإِذَا دُعُوٓا۟
وَإِن يَكُن
أَفِى قُلُوبِهِم
إِنَّمَا كَانَ
وَإِذَا بَلَغَ
وَٱلْقَوَٰعِدُ مِنَ
لَّا تَجْعَلُوا۟
وَقَالُوٓا۟ أَسَٰطِيرُ
قُلْ أَنزَلَهُ
وَقَالُوا۟ مَالِ
أَوْ يُلْقَىٰٓ
تَبَارَكَ ٱلَّذِىٓ
إِذَا رَأَتْهُم
وَإِذَآ أُلْقُوا۟
لَّا تَدْعُوا۟
قُلْ أَذَٰلِكَ
لَّهُمْ فِيهَا
فَقَدْ كَذَّبُوكُم
يَوْمَ يَرَوْنَ
وَقَدِمْنَآ إِلَىٰ
أَصْحَٰبُ ٱلْجَنَّةِ
وَيَوْمَ تَشَقَّقُ
وَيَوْمَ يَعَضُّ
يَٰوَيْلَتَىٰ لَيْتَنِى
لَّقَدْ أَضَلَّنِى
وَقَالَ ٱلرَّسُولُ
وَلَا يَأْتُونَكَ
ٱلَّذِينَ يُحْشَرُونَ
فَقُلْنَا ٱذْهَبَآ
وَكُلًّا ضَرَبْنَا
وَلَقَدْ أَتَوْا۟
وَإِذَا رَأَوْكَ
إِن كَادَ
أَرَءَيْتَ مَنِ
أَمْ تَحْسَبُ
ثُمَّ قَبَضْنَٰهُ
لِّنُحْـِۧىَ بِهِۦ
وَلَقَدْ صَرَّفْنَٰهُ
تَبَارَكَ ٱلَّذِى
وَعِبَادُ ٱلرَّحْمَٰنِ
وَٱلَّذِينَ يَبِيتُونَ
إِنَّهَا سَآءَتْ
يُضَٰعَفْ لَهُ
وَمَن تَابَ
أُو۟لَٰٓئِكَ يُجْزَوْنَ
لَعَلَّكَ بَٰخِعٌ
إِن نَّشَأْ
وَإِذْ نَادَىٰ
قَوْمَ فِرْعَوْنَ
وَيَضِيقُ صَدْرِى
وَلَهُمْ عَلَىَّ
قَالَ كَلَّا
فَأْتِيَا فِرْعَوْنَ
أَنْ أَرْسِلْ
وَفَعَلْتَ فَعْلَتَكَ
قَالَ فَعَلْتُهَآ
فَفَرَرْتُ مِنكُمْ
وَتِلْكَ نِعْمَةٌ
قَالَ لِمَنْ
قَالَ رَبُّكُمْ
قَالَ لَئِنِ
قَالَ أَوَلَوْ
قَالَ فَأْتِ
قَالَ لِلْمَلَإِ
فَجُمِعَ ٱلسَّحَرَةُ
وَقِيلَ لِلنَّاسِ
لَعَلَّنَا نَتَّبِعُ
فَأَلْقَوْا۟ حِبَالَهُمْ
فَأَلْقَىٰ مُوسَىٰ
إِنَّا نَطْمَعُ
فَأَرْسَلَ فِرْعَوْنُ
وَإِنَّهُمْ لَنَا
وَإِنَّا لَجَمِيعٌ
فَأَخْرَجْنَٰهُم مِّن
وَكُنُوزٍ وَمَقَامٍ
فَأَتْبَعُوهُم مُّشْرِقِينَ
فَلَمَّا تَرَٰٓءَا
قَالَ كَلَّآ
فَأَوْحَيْنَآ إِلَىٰ
وَأَزْلَفْنَا ثَمَّ
وَأَنجَيْنَا مُوسَىٰ
قَالُوا۟ نَعْبُدُ
أَوْ يَنفَعُونَكُمْ
قَالَ أَفَرَءَيْتُم
أَنتُمْ وَءَابَآؤُكُمُ
فَإِنَّهُمْ عَدُوٌّ
ٱلَّذِى خَلَقَنِى
وَٱلَّذِى هُوَ
وَإِذَا مَرِضْتُ
وَٱلَّذِى يُمِيتُنِى
وَٱلَّذِىٓ أَطْمَعُ
وَٱجْعَلْنِى مِن
وَٱغْفِرْ لِأَبِىٓ
وَلَا تُخْزِنِى
وَقِيلَ لَهُمْ
فَكُبْكِبُوا۟ فِيهَا
وَجُنُودُ إِبْلِيسَ
قَالُوا۟ وَهُمْ
تَٱللَّهِ إِن
إِذْ نُسَوِّيكُم
وَمَآ أَضَلَّنَآ
فَمَا لَنَا
وَلَا صَدِيقٍ
فَلَوْ أَنَّ
قَالُوٓا۟ أَنُؤْمِنُ
قَالَ وَمَا
إِنْ حِسَابُهُمْ
وَمَآ أَنَا۠
إِنْ أَنَا۠
فَٱفْتَحْ بَيْنِى
فَأَنجَيْنَٰهُ وَمَن
أَتَبْنُونَ بِكُلِّ
وَتَتَّخِذُونَ مَصَانِعَ
وَإِذَا بَطَشْتُم
وَٱتَّقُوا۟ ٱلَّذِىٓ
أَمَدَّكُم بِأَنْعَٰمٍ
وَجَنَّٰتٍ وَعُيُونٍ
إِنِّىٓ أَخَافُ
قَالُوا۟ سَوَآءٌ
وَمَا نَحْنُ
فَكَذَّبُوهُ فَأَهْلَكْنَٰهُمْ
أَتُتْرَكُونَ فِى
وَزُرُوعٍ وَنَخْلٍ
وَتَنْحِتُونَ مِنَ
وَلَا تُطِيعُوٓا۟
ٱلَّذِينَ يُفْسِدُونَ
قَالَ هَٰذِهِۦ
وَلَا تَمَسُّوهَا
فَعَقَرُوهَا فَأَصْبَحُوا۟
فَأَخَذَهُمُ ٱلْعَذَابُ
أَتَأْتُونَ ٱلذُّكْرَانَ
وَتَذَرُونَ مَا
رَبِّ نَجِّنِى
فَنَجَّيْنَٰهُ وَأَهْلَهُۥٓ
كَذَّبَ أَصْحَٰبُ
أَوْفُوا۟ ٱلْكَيْلَ
وَزِنُوا۟ بِٱلْقِسْطَاسِ
وَلَا تَبْخَسُوا۟
وَٱتَّقُوا۟ ٱلَّذِى
فَأَسْقِطْ عَلَيْنَا
قَالَ رَبِّىٓ
فَكَذَّبُوهُ فَأَخَذَهُمْ
وَإِنَّهُۥ لَتَنزِيلُ
نَزَلَ بِهِ
عَلَىٰ قَلْبِكَ
بِلِسَانٍ عَرَبِىٍّ
وَإِنَّهُۥ لَفِى
أَوَلَمْ يَكُن
وَلَوْ نَزَّلْنَٰهُ
فَقَرَأَهُۥ عَلَيْهِم
كَذَٰلِكَ سَلَكْنَٰهُ
فَيَأْتِيَهُم بَغْتَةً
فَيَقُولُوا۟ هَلْ
أَفَرَءَيْتَ إِن
ثُمَّ جَآءَهُم
ذِكْرَىٰ وَمَا
وَمَا تَنَزَّلَتْ
إِنَّهُمْ عَنِ
فَلَا تَدْعُ
وَأَنذِرْ عَشِيرَتَكَ
وَٱخْفِضْ جَنَاحَكَ
فَإِنْ عَصَوْكَ
ٱلَّذِى يَرَىٰكَ
وَتَقَلُّبَكَ فِى
هَلْ أُنَبِّئُكُمْ
تَنَزَّلُ عَلَىٰ
يُلْقُونَ ٱلسَّمْعَ
وَٱلشُّعَرَآءُ يَتَّبِعُهُمُ
وَأَنَّهُمْ يَقُولُونَ
هُدًى وَبُشْرَىٰ
وَإِنَّكَ لَتُلَقَّى
فَلَمَّا جَآءَهَا
يَٰمُوسَىٰٓ إِنَّهُۥٓ
وَأَلْقِ عَصَاكَ
وَأَدْخِلْ يَدَكَ
وَجَحَدُوا۟ بِهَا
وَوَرِثَ سُلَيْمَٰنُ
وَحُشِرَ لِسُلَيْمَٰنَ
فَتَبَسَّمَ ضَاحِكًا
وَتَفَقَّدَ ٱلطَّيْرَ
لَأُعَذِّبَنَّهُۥ عَذَابًا
فَمَكَثَ غَيْرَ
إِنِّى وَجَدتُّ
وَجَدتُّهَا وَقَوْمَهَا
أَلَّا يَسْجُدُوا۟
قَالَ سَنَنظُرُ
ٱذْهَب بِّكِتَٰبِى
إِنَّهُۥ مِن
أَلَّا تَعْلُوا۟
قَالُوا۟ نَحْنُ
قَالَتْ إِنَّ
وَإِنِّى مُرْسِلَةٌ
ٱرْجِعْ إِلَيْهِمْ
قَالَ يَٰٓأَيُّهَا
قَالَ عِفْرِيتٌ
قَالَ ٱلَّذِى
قَالَ نَكِّرُوا۟
فَلَمَّا جَآءَتْ
وَصَدَّهَا مَا
قِيلَ لَهَا
قَالُوا۟ ٱطَّيَّرْنَا
وَكَانَ فِى
قَالُوا۟ تَقَاسَمُوا۟
فَتِلْكَ بُيُوتُهُمْ
وَأَنجَيْنَا ٱلَّذِينَ
قُلِ ٱلْحَمْدُ
أَمَّنْ خَلَقَ
أَمَّن جَعَلَ
أَمَّن يُجِيبُ
أَمَّن يَهْدِيكُمْ
أَمَّن يَبْدَؤُا۟
بَلِ ٱدَّٰرَكَ
وَلَا تَحْزَنْ
قُلْ عَسَىٰٓ
وَمَا مِنْ
وَإِنَّهُۥ لَهُدًى
فَتَوَكَّلْ عَلَى
وَإِذَا وَقَعَ
وَيَوْمَ نَحْشُرُ
وَوَقَعَ ٱلْقَوْلُ
وَيَوْمَ يُنفَخُ
وَتَرَى ٱلْجِبَالَ
وَمَن جَآءَ
إِنَّمَآ أُمِرْتُ
وَأَنْ أَتْلُوَا۟
نَتْلُوا۟ عَلَيْكَ
إِنَّ فِرْعَوْنَ
وَنُرِيدُ أَن
وَنُمَكِّنَ لَهُمْ
وَأَوْحَيْنَآ إِلَىٰٓ
فَٱلْتَقَطَهُۥٓ ءَالُ
وَقَالَتِ ٱمْرَأَتُ
وَأَصْبَحَ فُؤَادُ
وَقَالَتْ لِأُخْتِهِۦ
وَحَرَّمْنَا عَلَيْهِ
فَرَدَدْنَٰهُ إِلَىٰٓ
وَدَخَلَ ٱلْمَدِينَةَ
فَأَصْبَحَ فِى
فَلَمَّآ أَنْ
وَجَآءَ رَجُلٌ
فَخَرَجَ مِنْهَا
وَلَمَّا تَوَجَّهَ
وَلَمَّا وَرَدَ
فَسَقَىٰ لَهُمَا
فَجَآءَتْهُ إِحْدَىٰهُمَا
قَالَتْ إِحْدَىٰهُمَا
قَالَ إِنِّىٓ
فَلَمَّا قَضَىٰ
وَأَنْ أَلْقِ
ٱسْلُكْ يَدَكَ
وَأَخِى هَٰرُونُ
قَالَ سَنَشُدُّ
وَٱسْتَكْبَرَ هُوَ
وَأَتْبَعْنَٰهُمْ فِى
وَلَٰكِنَّآ أَنشَأْنَا
قُلْ فَأْتُوا۟
وَلَقَدْ وَصَّلْنَا
وَإِذَا يُتْلَىٰ
أُو۟لَٰٓئِكَ يُؤْتَوْنَ
وَقَالُوٓا۟ إِن
وَمَآ أُوتِيتُم
أَفَمَن وَعَدْنَٰهُ
وَقِيلَ ٱدْعُوا۟
فَعَمِيَتْ عَلَيْهِمُ
وَرَبُّكَ يَخْلُقُ
وَرَبُّكَ يَعْلَمُ
وَمِن رَّحْمَتِهِۦ
وَنَزَعْنَا مِن
إِنَّ قَٰرُونَ
وَٱبْتَغِ فِيمَآ
فَخَسَفْنَا بِهِۦ
وَأَصْبَحَ ٱلَّذِينَ
تِلْكَ ٱلدَّارُ
إِنَّ ٱلَّذِى
وَلَا يَصُدُّنَّكَ
أَحَسِبَ ٱلنَّاسُ
وَمَن جَٰهَدَ
وَلَيَعْلَمَنَّ ٱللَّهُ
وَلَيَحْمِلُنَّ أَثْقَالَهُمْ
فَأَنجَيْنَٰهُ وَأَصْحَٰبَ
وَإِبْرَٰهِيمَ إِذْ
إِنَّمَا تَعْبُدُونَ
وَإِن تُكَذِّبُوا۟
يُعَذِّبُ مَن
وَقَالَ إِنَّمَا
فَـَٔامَنَ لَهُۥ
وَلَمَّآ أَن
إِنَّا مُنزِلُونَ
وَلَقَد تَّرَكْنَا
فَكَذَّبُوهُ فَأَخَذَتْهُمُ
وَقَٰرُونَ وَفِرْعَوْنَ
فَكُلًّا أَخَذْنَا
وَتِلْكَ ٱلْأَمْثَٰلُ
خَلَقَ ٱللَّهُ
ٱتْلُ مَآ
وَلَا تُجَٰدِلُوٓا۟
وَكَذَٰلِكَ أَنزَلْنَآ
أَوَلَمْ يَكْفِهِمْ
يَسْتَعْجِلُونَكَ بِٱلْعَذَابِ
يَوْمَ يَغْشَىٰهُمُ
يَٰعِبَادِىَ ٱلَّذِينَ
وَمَا هَٰذِهِ
فَإِذَا رَكِبُوا۟
وَٱلَّذِينَ جَٰهَدُوا۟
غُلِبَتِ ٱلرُّومُ
فِىٓ أَدْنَى
فِى بِضْعِ
بِنَصْرِ ٱللَّهِ
وَعْدَ ٱللَّهِ
يَعْلَمُونَ ظَٰهِرًا
ٱللَّهُ يَبْدَؤُا۟
فَسُبْحَٰنَ ٱللَّهِ
وَلَهُ ٱلْحَمْدُ
يُخْرِجُ ٱلْحَىَّ
ضَرَبَ لَكُم
بَلِ ٱتَّبَعَ
مُنِيبِينَ إِلَيْهِ
مِنَ ٱلَّذِينَ
أَمْ أَنزَلْنَا
فَـَٔاتِ ذَا
وَمَآ ءَاتَيْتُم
ظَهَرَ ٱلْفَسَادُ
لِيَجْزِىَ ٱلَّذِينَ
فَٱنظُرْ إِلَىٰٓ
وَلَئِنْ أَرْسَلْنَا
فَإِنَّكَ لَا
كَذَٰلِكَ يَطْبَعُ
هُدًى وَرَحْمَةً
هَٰذَا خَلْقُ
وَإِن جَٰهَدَاكَ
يَٰبُنَىَّ إِنَّهَآ
يَٰبُنَىَّ أَقِمِ
وَلَا تُصَعِّرْ
وَٱقْصِدْ فِى
وَمَن يُسْلِمْ
وَمَن كَفَرَ
نُمَتِّعُهُمْ قَلِيلًا
لِلَّهِ مَا
وَلَوْ أَنَّمَا
مَّا خَلْقُكُمْ
وَإِذَا غَشِيَهُم
يُدَبِّرُ ٱلْأَمْرَ
ذَٰلِكَ عَٰلِمُ
ٱلَّذِىٓ أَحْسَنَ
ثُمَّ جَعَلَ
ثُمَّ سَوَّىٰهُ
قُلْ يَتَوَفَّىٰكُم
فَذُوقُوا۟ بِمَا
إِنَّمَا يُؤْمِنُ
تَتَجَافَىٰ جُنُوبُهُمْ
فَلَا تَعْلَمُ
أَمَّا ٱلَّذِينَ
وَلَنُذِيقَنَّهُم مِّنَ
وَجَعَلْنَا مِنْهُمْ
قُلْ يَوْمَ
فَأَعْرِضْ عَنْهُمْ
مَّا جَعَلَ
ٱدْعُوهُمْ لِـَٔابَآئِهِمْ
ٱلنَّبِىُّ أَوْلَىٰ
لِّيَسْـَٔلَ ٱلصَّٰدِقِينَ
إِذْ جَآءُوكُم
هُنَالِكَ ٱبْتُلِىَ
وَإِذْ يَقُولُ
وَإِذْ قَالَت
وَلَوْ دُخِلَتْ
وَلَقَدْ كَانُوا۟
قَدْ يَعْلَمُ
أَشِحَّةً عَلَيْكُمْ
يَحْسَبُونَ ٱلْأَحْزَابَ
وَلَمَّا رَءَا
مِّنَ ٱلْمُؤْمِنِينَ
لِّيَجْزِىَ ٱللَّهُ
وَرَدَّ ٱللَّهُ
وَأَنزَلَ ٱلَّذِينَ
وَأَوْرَثَكُمْ أَرْضَهُمْ
وَإِن كُنتُنَّ
وَمَن يَقْنُتْ
وَقَرْنَ فِى
وَٱذْكُرْنَ مَا
إِنَّ ٱلْمُسْلِمِينَ
وَإِذْ تَقُولُ
ٱلَّذِينَ يُبَلِّغُونَ
وَسَبِّحُوهُ بُكْرَةً
تَحِيَّتُهُمْ يَوْمَ
وَدَاعِيًا إِلَى
وَبَشِّرِ ٱلْمُؤْمِنِينَ
وَلَا تُطِعِ
تُرْجِى مَن
لَّا يَحِلُّ
وَٱلَّذِينَ يُؤْذُونَ
لَّئِن لَّمْ
مَّلْعُونِينَ أَيْنَمَا
يَسْـَٔلُكَ ٱلنَّاسُ
يَوْمَ تُقَلَّبُ
وَقَالُوا۟ رَبَّنَآ
رَبَّنَآ ءَاتِهِمْ
يُصْلِحْ لَكُمْ
إِنَّا عَرَضْنَا
لِّيُعَذِّبَ ٱللَّهُ
لِّيَجْزِىَ ٱلَّذِينَ
وَٱلَّذِينَ سَعَوْ
وَيَرَى ٱلَّذِينَ
أَفْتَرَىٰ عَلَى
أَفَلَمْ يَرَوْا۟
أَنِ ٱعْمَلْ
يَعْمَلُونَ لَهُۥ
فَلَمَّا قَضَيْنَا
فَأَعْرَضُوا۟ فَأَرْسَلْنَا
ذَٰلِكَ جَزَيْنَٰهُم
وَجَعَلْنَا بَيْنَهُمْ
فَقَالُوا۟ رَبَّنَا
وَلَقَدْ صَدَّقَ
وَلَا تَنفَعُ
قُلْ يَجْمَعُ
قُلْ أَرُونِىَ
قُل لَّكُم
وَقَالُوا۟ نَحْنُ
وَمَآ أَمْوَٰلُكُمْ
وَٱلَّذِينَ يَسْعَوْنَ
وَمَآ ءَاتَيْنَٰهُم
وَكَذَّبَ ٱلَّذِينَ
قُلْ جَآءَ
وَقَالُوٓا۟ ءَامَنَّا
وَقَدْ كَفَرُوا۟
وَحِيلَ بَيْنَهُمْ
مَّا يَفْتَحِ
إِنَّ ٱلشَّيْطَٰنَ
أَفَمَن زُيِّنَ
وَٱللَّهُ ٱلَّذِىٓ
وَٱللَّهُ خَلَقَكُم
إِن تَدْعُوهُمْ
وَلَا تَزِرُ
وَلَا ٱلظُّلُمَٰتُ
وَلَا ٱلظِّلُّ
إِنْ أَنتَ
ثُمَّ أَخَذْتُ
لِيُوَفِّيَهُمْ أُجُورَهُمْ
وَٱلَّذِىٓ أَوْحَيْنَآ
ثُمَّ أَوْرَثْنَا
ٱلَّذِىٓ أَحَلَّنَا
وَهُمْ يَصْطَرِخُونَ
ٱسْتِكْبَارًا فِى
وَٱلْقُرْءَانِ ٱلْحَكِيمِ
إِنَّكَ لَمِنَ
عَلَىٰ صِرَٰطٍ
تَنزِيلَ ٱلْعَزِيزِ
لِتُنذِرَ قَوْمًا
لَقَدْ حَقَّ
وَجَعَلْنَا مِنۢ
وَسَوَآءٌ عَلَيْهِمْ
إِنَّمَا تُنذِرُ
إِذْ أَرْسَلْنَآ
قَالُوا۟ رَبُّنَا
وَمَا عَلَيْنَآ
قَالُوا۟ طَٰٓئِرُكُم
وَجَآءَ مِنْ
ٱتَّبِعُوا۟ مَن
وَمَا لِىَ
ءَأَتَّخِذُ مِن
إِنِّىٓ إِذًا
إِنِّىٓ ءَامَنتُ
قِيلَ ٱدْخُلِ
بِمَا غَفَرَ
يَٰحَسْرَةً عَلَى
وَإِن كُلٌّ
لِيَأْكُلُوا۟ مِن
سُبْحَٰنَ ٱلَّذِى
وَٱلشَّمْسُ تَجْرِى
وَٱلْقَمَرَ قَدَّرْنَٰهُ
لَا ٱلشَّمْسُ
وَءَايَةٌ لَّهُمْ
وَخَلَقْنَا لَهُم
وَإِن نَّشَأْ
مَا يَنظُرُونَ
فَلَا يَسْتَطِيعُونَ
قَالُوا۟ يَٰوَيْلَنَا
إِنَّ أَصْحَٰبَ
هُمْ وَأَزْوَٰجُهُمْ
سَلَٰمٌ قَوْلًا
وَٱمْتَٰزُوا۟ ٱلْيَوْمَ
أَلَمْ أَعْهَدْ
وَأَنِ ٱعْبُدُونِى
وَلَقَدْ أَضَلَّ
ٱصْلَوْهَا ٱلْيَوْمَ
ٱلْيَوْمَ نَخْتِمُ
وَمَن نُّعَمِّرْهُ
وَمَا عَلَّمْنَٰهُ
لِّيُنذِرَ مَن
وَذَلَّلْنَٰهَا لَهُمْ
وَلَهُمْ فِيهَا
لَا يَسْتَطِيعُونَ
فَلَا يَحْزُنكَ
وَضَرَبَ لَنَا
قُلْ يُحْيِيهَا
أَوَلَيْسَ ٱلَّذِى
إِنَّمَآ أَمْرُهُۥٓ
فَسُبْحَٰنَ ٱلَّذِى
فَٱلزَّٰجِرَٰتِ زَجْرًا
فَٱلتَّٰلِيَٰتِ ذِكْرًا
إِنَّ إِلَٰهَكُمْ
إِنَّا زَيَّنَّا
وَحِفْظًا مِّن
لَّا يَسَّمَّعُونَ
دُحُورًا وَلَهُمْ
فَٱسْتَفْتِهِمْ أَهُمْ
بَلْ عَجِبْتَ
وَإِذَا ذُكِّرُوا۟
قُلْ نَعَمْ
وَقَالُوا۟ يَٰوَيْلَنَا
ٱحْشُرُوا۟ ٱلَّذِينَ
وَقِفُوهُمْ إِنَّهُم
بَلْ هُمُ
قَالُوٓا۟ إِنَّكُمْ
قَالُوا۟ بَل
فَحَقَّ عَلَيْنَا
فَأَغْوَيْنَٰكُمْ إِنَّا
فَإِنَّهُمْ يَوْمَئِذٍ
إِنَّهُمْ كَانُوٓا۟
وَيَقُولُونَ أَئِنَّا
بَلْ جَآءَ
إِنَّكُمْ لَذَآئِقُوا۟
وَمَا تُجْزَوْنَ
فَوَٰكِهُ وَهُم
بَيْضَآءَ لَذَّةٍ
لَا فِيهَا
كَأَنَّهُنَّ بَيْضٌ
يَقُولُ أَءِنَّكَ
فَٱطَّلَعَ فَرَءَاهُ
قَالَ تَٱللَّهِ
وَلَوْلَا نِعْمَةُ
أَفَمَا نَحْنُ
إِلَّا مَوْتَتَنَا
لِمِثْلِ هَٰذَا
أَذَٰلِكَ خَيْرٌ
إِنَّا جَعَلْنَٰهَا
إِنَّهَا شَجَرَةٌ
طَلْعُهَا كَأَنَّهُۥ
فَإِنَّهُمْ لَـَٔاكِلُونَ
إِنَّهُمْ أَلْفَوْا۟
فَهُمْ عَلَىٰٓ
وَلَقَدْ ضَلَّ
وَلَقَدْ نَادَىٰنَا
وَنَجَّيْنَٰهُ وَأَهْلَهُۥ
وَجَعَلْنَا ذُرِّيَّتَهُۥ
وَإِنَّ مِن
إِذْ جَآءَ
أَئِفْكًا ءَالِهَةً
فَمَا ظَنُّكُم
فَنَظَرَ نَظْرَةً
فَقَالَ إِنِّى
فَتَوَلَّوْا۟ عَنْهُ
فَرَاغَ عَلَيْهِمْ
فَأَقْبَلُوٓا۟ إِلَيْهِ
قَالَ أَتَعْبُدُونَ
قَالُوا۟ ٱبْنُوا۟
فَأَرَادُوا۟ بِهِۦ
وَقَالَ إِنِّى
فَبَشَّرْنَٰهُ بِغُلَٰمٍ
فَلَمَّا بَلَغَ
فَلَمَّآ أَسْلَمَا
وَنَٰدَيْنَٰهُ أَن
قَدْ صَدَّقْتَ
وَفَدَيْنَٰهُ بِذِبْحٍ
كَذَٰلِكَ نَجْزِى
وَبَشَّرْنَٰهُ بِإِسْحَٰقَ
وَبَٰرَكْنَا عَلَيْهِ
وَنَجَّيْنَٰهُمَا وَقَوْمَهُمَا
وَنَصَرْنَٰهُمْ فَكَانُوا۟
وَءَاتَيْنَٰهُمَا ٱلْكِتَٰبَ
وَهَدَيْنَٰهُمَا ٱلصِّرَٰطَ
وَتَرَكْنَا عَلَيْهِمَا
إِنَّهُمَا مِنْ
وَإِنَّ إِلْيَاسَ
أَتَدْعُونَ بَعْلًا
ٱللَّهَ رَبَّكُمْ
فَكَذَّبُوهُ فَإِنَّهُمْ
وَإِنَّ لُوطًا
إِذْ نَجَّيْنَٰهُ
وَإِنَّكُمْ لَتَمُرُّونَ
وَبِٱلَّيْلِ أَفَلَا
وَإِنَّ يُونُسَ
إِذْ أَبَقَ
فَسَاهَمَ فَكَانَ
فَٱلْتَقَمَهُ ٱلْحُوتُ
فَلَوْلَآ أَنَّهُۥ
لَلَبِثَ فِى
فَنَبَذْنَٰهُ بِٱلْعَرَآءِ
وَأَنۢبَتْنَا عَلَيْهِ
وَأَرْسَلْنَٰهُ إِلَىٰ
فَـَٔامَنُوا۟ فَمَتَّعْنَٰهُمْ
فَٱسْتَفْتِهِمْ أَلِرَبِّكَ
أَمْ خَلَقْنَا
أَلَآ إِنَّهُم
وَلَدَ ٱللَّهُ
أَصْطَفَى ٱلْبَنَاتِ
أَفَلَا تَذَكَّرُونَ
فَأْتُوا۟ بِكِتَٰبِكُمْ
وَجَعَلُوا۟ بَيْنَهُۥ
سُبْحَٰنَ ٱللَّهِ
فَإِنَّكُمْ وَمَا
مَآ أَنتُمْ
وَمَا مِنَّآ
لَوْ أَنَّ
لَكُنَّا عِبَادَ
فَكَفَرُوا۟ بِهِۦ
وَلَقَدْ سَبَقَتْ
إِنَّهُمْ لَهُمُ
وَإِنَّ جُندَنَا
وَأَبْصِرْهُمْ فَسَوْفَ
فَإِذَا نَزَلَ
وَتَوَلَّ عَنْهُمْ
وَأَبْصِرْ فَسَوْفَ
سُبْحَٰنَ رَبِّكَ
وَسَلَٰمٌ عَلَى
وَٱلْحَمْدُ لِلَّهِ
كَمْ أَهْلَكْنَا
وَعَجِبُوٓا۟ أَن
أَجَعَلَ ٱلْـَٔالِهَةَ
